DCNv2-FPN - 6to6_g35.mp4 Full Tracking Report
============================================================
Date: 2026-03-18 13:17:11
Model: /home/migui/Downloads/dcnv2-yolov8-neck-fpn-20260318T004118Z-1-001/dcnv2-yolov8-neck-fpn/weights/best.pt
Video: /media/mydrive/GitHub/ultralytics/videos/6to6_g35.mp4
Frames: 648107 | FPS(video): 15 | Duration: 12:00:00

TRACKING METRICS
------------------------------
MOTA:               0.9379
IDF1:               0.9589
ID Switches:        1707
Mostly Tracked (MT):(87.7%)
Mostly Lost (ML):   (0.9%)
GFLOPs:             nan
FPS:                86.82
Runtime:            02:04:25
Class Switches:     11433

TOTAL VEHICLE COUNTS
------------------------------
  CAR             2764
  MOTORCYCLE      649
  TRICYCLE        329
  VAN             356
  BUS             2
  TRUCK           10
  TOTAL           4110

VEHICLE COUNTS PER 5-MINUTE INTERVAL
------------------------------------------------------------
Interval           Car      Motorcycle Tricycle Van      Bus      Truck    Total   
05:35:00-05:40:00 3        11       4        1        0        0        19      
05:40:00-05:45:00 8        4        0        1        0        0        13      
05:45:00-05:50:00 10       7        2        0        0        1        20      
05:50:00-05:55:00 13       5        4        0        0        0        22      
05:55:00-06:00:00 3        6        0        1        0        0        10      
06:00:00-06:05:00 7        4        0        0        0        0        11      
06:05:00-06:10:00 3        6        2        0        0        0        11      
06:10:00-06:15:00 11       4        3        0        0        0        18      
06:15:00-06:20:00 12       2        4        1        0        0        19      
06:20:00-06:25:00 10       3        4        0        0        0        17      
06:25:00-06:30:00 11       4        1        2        0        0        18      
06:30:00-06:35:00 5        2        6        0        0        0        13      
06:35:00-06:40:00 13       2        7        0        0        0        22      
06:40:00-06:45:00 13       3        7        0        0        0        23      
06:45:00-06:50:00 9        4        5        0        0        0        18      
06:50:00-06:55:00 10       3        3        0        0        0        16      
06:55:00-07:00:00 6        4        0        1        0        0        11      
07:00:00-07:05:00 4        2        1        1        0        0        8       
07:05:00-07:10:00 6        2        1        0        0        0        9       
07:10:00-07:15:00 4        3        2        0        0        1        10      
07:15:00-07:20:00 12       6        3        0        0        0        21      
07:20:00-07:25:00 7        6        2        2        0        1        18      
07:25:00-07:30:00 5        6        1        1        0        0        13      
07:30:00-07:35:00 5        2        1        3        0        0        11      
07:35:00-07:40:00 4        0        1        1        0        0        6       
07:40:00-07:45:00 7        3        2        0        0        0        12      
07:45:00-07:50:00 6        2        2        1        0        0        11      
07:50:00-07:55:00 9        3        4        0        0        0        16      
07:55:00-08:00:00 11       2        5        0        0        0        18      
08:00:00-08:05:00 9        5        9        5        0        0        28      
08:05:00-08:10:00 16       4        7        4        0        0        31      
08:10:00-08:15:00 10       1        3        2        0        0        16      
08:15:00-08:20:00 15       0        2        2        0        1        20      
08:20:00-08:25:00 7        2        2        2        0        0        13      
08:25:00-08:30:00 8        4        3        1        0        0        16      
08:30:00-08:35:00 8        2        1        1        0        0        12      
08:35:00-08:40:00 4        3        4        2        0        0        13      
08:40:00-08:45:00 11       3        2        3        0        0        19      
08:45:00-08:50:00 6        5        3        1        0        0        15      
08:50:00-08:55:00 7        1        2        0        0        0        10      
08:55:00-09:00:00 3        3        1        0        0        0        7       
09:00:00-09:05:00 14       2        3        3        0        1        23      
09:05:00-09:10:00 26       2        5        4        0        0        37      
09:10:00-09:15:00 34       6        2        9        0        0        51      
09:15:00-09:20:00 28       1        3        5        0        0        37      
09:20:00-09:25:00 32       4        2        7        0        0        45      
09:25:00-09:30:00 20       3        7        6        0        0        36      
09:30:00-09:35:00 37       5        3        4        0        0        49      
09:35:00-09:40:00 41       4        4        8        0        1        58      
09:40:00-09:45:00 39       6        3        2        0        0        50      
09:45:00-09:50:00 40       4        5        0        0        0        49      
09:50:00-09:55:00 24       1        4        4        0        0        33      
09:55:00-10:00:00 16       3        2        2        0        0        23      
10:00:00-10:05:00 28       3        4        3        0        0        38      
10:05:00-10:10:00 18       3        0        1        0        0        22      
10:10:00-10:15:00 22       11       5        0        0        0        38      
10:15:00-10:20:00 24       7        5        2        1        0        39      
10:20:00-10:25:00 39       4        3        8        0        0        54      
10:25:00-10:30:00 39       7        2        4        0        0        52      
10:30:00-10:35:00 28       3        4        4        0        1        40      
10:35:00-10:40:00 30       7        3        4        0        0        44      
10:40:00-10:45:00 37       8        6        7        0        0        58      
10:45:00-10:50:00 41       6        1        5        0        0        53      
10:50:00-10:55:00 26       8        4        3        0        0        41      
10:55:00-11:00:00 32       5        7        5        1        0        50      
11:00:00-11:05:00 27       5        4        4        0        0        40      
11:05:00-11:10:00 35       14       5        1        0        0        55      
11:10:00-11:15:00 39       20       2        2        0        0        63      
11:15:00-11:20:00 45       11       4        2        0        0        62      
11:20:00-11:25:00 39       5        2        7        0        0        53      
11:25:00-11:30:00 32       4        5        6        0        0        47      
11:30:00-11:35:00 30       5        2        3        0        0        40      
11:35:00-11:40:00 23       9        2        5        0        0        39      
11:40:00-11:45:00 31       8        4        4        0        0        47      
11:45:00-11:50:00 21       4        5        4        0        0        34      
11:50:00-11:55:00 15       2        1        2        0        0        20      
11:55:00-12:00:00 19       2        3        1        0        0        25      

SWITCH STATISTICS (over 12:00:07 period)
------------------------------------------------------------
ID Switches Total:                      1707
ID Switches / Hour:                     142.23
Counted Vehs with ID Switch:            211/4110 (5.13%)
Tracks with Class Switch:               2586/12281 (21.06%)
Counted Vehs with Class Switch:         942/4110 (22.92%)

CLASS SWITCHES - PER FRAME
------------------------------------------------------------
Total (all tracks):                     11433
On Counted Vehicles:                    3934
Avg per Affected Counted Veh:           4.18
Per Hour:                               952.59

CLASS SWITCHES - PER SECOND
------------------------------------------------------------
Total (all tracks):                     6674
On Counted Vehicles:                    2207
Avg per Affected Counted Veh:           2.34
Per Hour:                               556.08

ID & CLASS SWITCHES PER 5-MINUTE INTERVAL
--------------------------------------------------------------
Interval           IDSw     ClsSw    Tracks   IDSw%      ClsSw%    
00:00:00-00:05:00 6        35       79       7.59       44.30     
00:05:00-00:10:00 19       52       90       21.11      57.78     
00:10:00-00:15:00 3        50       82       3.66       60.98     
00:15:00-00:20:00 4        73       108      3.70       67.59     
00:20:00-00:25:00 6        49       80       7.50       61.25     
00:25:00-00:30:00 7        55       71       9.86       77.46     
00:30:00-00:35:00 15       90       110      13.64      81.82     
00:35:00-00:40:00 4        36       65       6.15       55.38     
00:40:00-00:45:00 8        66       92       8.70       71.74     
00:45:00-00:50:00 14       176      150      9.33       117.33    
00:50:00-00:55:00 46       196      179      25.70      109.50    
00:55:00-01:00:00 46       256      154      29.87      166.23    
01:00:00-01:05:00 8        85       111      7.21       76.58     
01:05:00-01:10:00 19       96       141      13.48      68.09     
01:10:00-01:15:00 18       123      98       18.37      125.51    
01:15:00-01:20:00 16       129      114      14.04      113.16    
01:20:00-01:25:00 2        12       51       3.92       23.53     
01:25:00-01:30:00 12       144      153      7.84       94.12     
01:30:00-01:35:00 18       134      100      18.00      134.00    
01:35:00-01:40:00 23       190      174      13.22      109.20    
01:40:00-01:45:00 27       160      186      14.52      86.02     
01:45:00-01:50:00 43       131      190      22.63      68.95     
01:50:00-01:55:00 6        124      110      5.45       112.73    
01:55:00-02:00:00 15       130      122      12.30      106.56    
02:00:00-02:05:00 15       125      124      12.10      100.81    
02:05:00-02:10:00 21       194      129      16.28      150.39    
02:10:00-02:15:00 10       79       94       10.64      84.04     
02:15:00-02:20:00 61       227      221      27.60      102.71    
02:20:00-02:25:00 79       242      245      32.24      98.78     
02:25:00-02:30:00 44       265      172      25.58      154.07    
02:30:00-02:35:00 7        131      121      5.79       108.26    
02:35:00-02:40:00 16       140      141      11.35      99.29     
02:40:00-02:45:00 34       171      150      22.67      114.00    
02:45:00-02:50:00 11       67       76       14.47      88.16     
02:50:00-02:55:00 6        75       71       8.45       105.63    
02:55:00-03:00:00 10       89       105      9.52       84.76     
03:00:00-03:05:00 1        37       43       2.33       86.05     
03:05:00-03:10:00 4        41       49       8.16       83.67     
03:10:00-03:15:00 6        66       76       7.89       86.84     
03:15:00-03:20:00 6        35       83       7.23       42.17     
03:20:00-03:25:00 11       41       88       12.50      46.59     
03:25:00-03:30:00 24       88       106      22.64      83.02     
03:30:00-03:35:00 3        45       86       3.49       52.33     
03:35:00-03:40:00 12       59       78       15.38      75.64     
03:40:00-03:45:00 0        33       46       0.00       71.74     
03:45:00-03:50:00 2        26       48       4.17       54.17     
03:50:00-03:55:00 1        47       48       2.08       97.92     
03:55:00-04:00:00 3        24       52       5.77       46.15     
04:00:00-04:05:00 3        48       52       5.77       92.31     
04:05:00-04:10:00 4        38       44       9.09       86.36     
04:10:00-04:15:00 0        17       37       0.00       45.95     
04:15:00-04:20:00 2        66       31       6.45       212.90    
04:20:00-04:25:00 0        38       40       0.00       95.00     
04:25:00-04:30:00 5        28       35       14.29      80.00     
04:30:00-04:35:00 0        36       39       0.00       92.31     
04:35:00-04:40:00 3        21       52       5.77       40.38     
04:40:00-04:45:00 3        29       54       5.56       53.70     
04:45:00-04:50:00 2        42       42       4.76       100.00    
04:50:00-04:55:00 15       37       77       19.48      48.05     
04:55:00-05:00:00 19       111      101      18.81      109.90    
05:00:00-05:05:00 7        68       99       7.07       68.69     
05:05:00-05:10:00 5        37       80       6.25       46.25     
05:10:00-05:15:00 10       75       98       10.20      76.53     
05:15:00-05:20:00 5        59       102      4.90       57.84     
05:20:00-05:25:00 12       36       52       23.08      69.23     
05:25:00-05:30:00 6        70       49       12.24      142.86    
05:30:00-05:35:00 12       69       58       20.69      118.97    
05:35:00-05:40:00 0        28       43       0.00       65.12     
05:40:00-05:45:00 2        65       43       4.65       151.16    
05:45:00-05:50:00 1        58       49       2.04       118.37    
05:50:00-05:55:00 2        19       46       4.35       41.30     
05:55:00-06:00:00 6        29       46       13.04      63.04     
06:00:00-06:05:00 3        38       46       6.52       82.61     
06:05:00-06:10:00 10       81       57       17.54      142.11    
06:10:00-06:15:00 1        38       46       2.17       82.61     
06:15:00-06:20:00 0        49       55       0.00       89.09     
06:20:00-06:25:00 5        38       57       8.77       66.67     
06:25:00-06:30:00 12       115      100      12.00      115.00    
06:30:00-06:35:00 2        19       38       5.26       50.00     
06:35:00-06:40:00 6        64       89       6.74       71.91     
06:40:00-06:45:00 7        31       71       9.86       43.66     
06:45:00-06:50:00 5        44       60       8.33       73.33     
06:50:00-06:55:00 2        50       41       4.88       121.95    
06:55:00-07:00:00 1        38       38       2.63       100.00    
07:00:00-07:05:00 3        44       47       6.38       93.62     
07:05:00-07:10:00 3        52       52       5.77       100.00    
07:10:00-07:15:00 1        17       26       3.85       65.38     
07:15:00-07:20:00 1        35       41       2.44       85.37     
07:20:00-07:25:00 5        45       55       9.09       81.82     
07:25:00-07:30:00 0        17       27       0.00       62.96     
07:30:00-07:35:00 0        21       25       0.00       84.00     
07:35:00-07:40:00 1        8        16       6.25       50.00     
07:40:00-07:45:00 0        7        19       0.00       36.84     
07:45:00-07:50:00 0        28       25       0.00       112.00    
07:50:00-07:55:00 2        17       40       5.00       42.50     
07:55:00-08:00:00 5        41       59       8.47       69.49     
08:00:00-08:05:00 9        71       102      8.82       69.61     
08:05:00-08:10:00 7        46       64       10.94      71.88     
08:10:00-08:15:00 5        57       56       8.93       101.79    
08:15:00-08:20:00 3        22       56       5.36       39.29     
08:20:00-08:25:00 2        19       36       5.56       52.78     
08:25:00-08:30:00 1        23       33       3.03       69.70     
08:30:00-08:35:00 0        18       26       0.00       69.23     
08:35:00-08:40:00 0        15       28       0.00       53.57     
08:40:00-08:45:00 8        68       62       12.90      109.68    
08:45:00-08:50:00 2        37       50       4.00       74.00     
08:50:00-08:55:00 1        26       40       2.50       65.00     
08:55:00-09:00:00 13       26       39       33.33      66.67     
09:00:00-09:05:00 6        45       64       9.38       70.31     
09:05:00-09:10:00 24       115      113      21.24      101.77    
09:10:00-09:15:00 35       257      201      17.41      127.86    
09:15:00-09:20:00 26       240      175      14.86      137.14    
09:20:00-09:25:00 44       196      146      30.14      134.25    
09:25:00-09:30:00 35       207      175      20.00      118.29    
09:30:00-09:35:00 6        79       104      5.77       75.96     
09:35:00-09:40:00 38       178      202      18.81      88.12     
09:40:00-09:45:00 32       127      146      21.92      86.99     
09:45:00-09:50:00 49       135      141      34.75      95.74     
09:50:00-09:55:00 7        94       113      6.19       83.19     
09:55:00-10:00:00 5        53       60       8.33       88.33     
10:00:00-10:05:00 10       37       80       12.50      46.25     
10:05:00-10:10:00 14       87       92       15.22      94.57     
10:10:00-10:15:00 46       71       137      33.58      51.82     
10:15:00-10:20:00 26       171      157      16.56      108.92    
10:20:00-10:25:00 9        91       131      6.87       69.47     
10:25:00-10:30:00 4        110      116      3.45       94.83     
10:30:00-10:35:00 20       150      140      14.29      107.14    
10:35:00-10:40:00 19       167      136      13.97      122.79    
10:40:00-10:45:00 24       139      166      14.46      83.73     
10:45:00-10:50:00 7        50       154      4.55       32.47     
10:50:00-10:55:00 13       57       120      10.83      47.50     
10:55:00-11:00:00 15       84       136      11.03      61.76     
11:00:00-11:05:00 18       142      140      12.86      101.43    
11:05:00-11:10:00 29       117      192      15.10      60.94     
11:10:00-11:15:00 19       104      173      10.98      60.12     
11:15:00-11:20:00 13       70       159      8.18       44.03     
11:20:00-11:25:00 11       81       149      7.38       54.36     
11:25:00-11:30:00 16       131      115      13.91      113.91    
11:30:00-11:35:00 10       83       123      8.13       67.48     
11:35:00-11:40:00 15       115      130      11.54      88.46     
11:40:00-11:45:00 7        59       126      5.56       46.83     
11:45:00-11:50:00 25       85       132      18.94      64.39     
11:50:00-11:55:00 4        30       63       6.35       47.62     
11:55:00-12:00:00 4        48       57       7.02       84.21     

CLASSIFICATION SWITCHES: 11433 total
Frame    ID     From         To          
32       8      car          motorcycle  
56       3      motorcycle   car         
622      19     car          van         
640      19     van          car         
643      19     car          van         
679      19     van          car         
681      19     car          van         
682      19     van          car         
870      23     car          van         
871      23     van          car         
885      23     car          van         
886      23     van          car         
887      23     car          van         
888      23     van          car         
2696     54     car          van         
2699     55     car          van         
2700     55     van          car         
3205     17     car          tricycle    
3219     35     car          van         
3223     35     van          car         
3285     73     car          van         
3286     73     van          car         
3290     73     car          van         
3301     73     van          car         
3303     73     car          van         
3304     73     van          car         
3307     73     car          van         
3345     77     tricycle     motorcycle  
3347     77     motorcycle   tricycle    
3351     73     van          car         
3371     73     car          van         
3372     73     van          car         
3378     77     tricycle     motorcycle  
3836     94     car          van         
3837     94     van          car         
4625     110    motorcycle   car         
4626     110    car          motorcycle  
4666     110    motorcycle   car         
4670     110    car          motorcycle  
5125     114    motorcycle   car         
5309     115    car          van         
5309     119    van          car         
5341     115    van          car         
5364     115    car          van         
5391     115    van          car         
5452     115    car          van         
5453     115    van          car         
5467     115    car          van         
5468     115    van          car         
5469     115    car          van         
5490     115    van          car         
5499     115    car          van         
5517     115    van          car         
5526     115    car          van         
5539     115    van          car         
7702     197    tricycle     car         
7711     199    motorcycle   car         
7717     198    tricycle     motorcycle  
7720     198    motorcycle   tricycle    
7725     190    car          van         
7726     190    van          car         
7728     190    car          van         
7729     190    van          car         
7730     190    car          van         
7736     190    van          car         
7753     190    car          van         
7755     190    van          car         
7766     198    tricycle     car         
7769     198    car          tricycle    
7771     190    car          van         
7771     198    tricycle     car         
7772     198    car          tricycle    
7773     190    van          car         
7790     198    tricycle     motorcycle  
7792     198    motorcycle   tricycle    
7796     198    tricycle     car         
7804     197    car          van         
7805     197    van          car         
7806     197    car          van         
7808     197    van          car         
8816     230    tricycle     motorcycle  
8820     230    motorcycle   tricycle    
8823     230    tricycle     motorcycle  
8831     230    motorcycle   tricycle    
8833     230    tricycle     motorcycle  
8840     230    motorcycle   tricycle    
8848     230    tricycle     motorcycle  
9326     233    car          van         
9327     233    van          car         
9472     236    car          van         
9473     233    car          van         
9473     236    van          car         
9475     233    van          car         
9476     233    car          van         
9477     233    van          car         
9478     233    car          van         
9479     233    van          car         
9536     239    motorcycle   car         
9957     249    motorcycle   tricycle    
10199    256    motorcycle   car         
11139    276    car          van         
11140    276    van          car         
12633    300    car          van         
12634    300    van          car         
12865    312    car          van         
12885    312    van          car         
12891    312    car          van         
12935    312    van          car         
12938    312    car          van         
12939    312    van          car         
12941    312    car          van         
12941    318    van          car         
12942    318    car          van         
12943    312    van          car         
12947    318    van          car         
12947    312    car          van         
12953    312    van          car         
12985    315    motorcycle   tricycle    
12986    315    tricycle     motorcycle  
13029    315    motorcycle   tricycle    
13034    324    motorcycle   tricycle    
13051    324    tricycle     car         
13092    326    tricycle     car         
13356    330    car          van         
13364    330    van          car         
13364    332    car          van         
13379    332    van          car         
13382    332    car          van         
13384    332    van          car         
13387    332    car          van         
13444    332    van          car         
13452    332    car          van         
13453    332    van          car         
13454    332    car          van         
13459    332    van          car         
13460    332    car          van         
13466    332    van          car         
13547    340    car          motorcycle  
13605    342    car          van         
13609    342    van          car         
13611    342    car          van         
13615    342    van          car         
13710    346    car          van         
13723    346    van          car         
13743    346    car          van         
13767    346    van          car         
13778    347    motorcycle   tricycle    
13785    347    tricycle     motorcycle  
13788    347    motorcycle   tricycle    
13792    347    tricycle     motorcycle  
13796    347    motorcycle   tricycle    
13797    347    tricycle     motorcycle  
14262    355    motorcycle   tricycle    
14353    361    tricycle     motorcycle  
14364    361    motorcycle   tricycle    
15022    369    car          van         
15371    378    car          van         
15378    378    van          car         
15379    378    car          van         
15380    380    car          van         
15380    378    van          car         
15410    380    van          car         
15410    378    car          van         
15411    380    car          van         
15412    378    van          car         
15415    378    car          van         
15417    378    van          car         
15425    378    car          van         
15461    383    motorcycle   tricycle    
15481    378    van          car         
15488    378    car          van         
15498    378    van          car         
15518    383    tricycle     car         
15520    383    car          tricycle    
16078    397    car          van         
16098    399    car          van         
16149    399    van          car         
16156    399    car          van         
16169    399    van          car         
16174    402    motorcycle   tricycle    
16177    402    tricycle     motorcycle  
16718    429    van          car         
16719    429    car          van         
16721    430    car          van         
16946    449    car          van         
16985    445    motorcycle   car         
17407    473    car          van         
17408    473    van          car         
17413    473    car          van         
17414    473    van          car         
17415    473    car          van         
17417    473    van          car         
17438    473    car          van         
17440    473    van          car         
17441    473    car          van         
17445    473    van          car         
17446    473    car          van         
17447    473    van          car         
17448    473    car          van         
17449    473    van          car         
17451    473    car          van         
17452    473    van          car         
17470    473    car          van         
17485    473    van          car         
17486    473    car          van         
17489    473    van          car         
17491    473    car          van         
17492    473    van          car         
17494    473    car          van         
17497    473    van          car         
18051    496    car          van         
18066    496    van          car         
18154    502    car          van         
18156    502    van          car         
18441    507    van          car         
18444    507    car          van         
18445    507    van          car         
18445    510    car          van         
18452    510    van          car         
18467    510    car          van         
18515    510    van          car         
18534    510    car          van         
18537    510    van          car         
18701    509    car          motorcycle  
18704    509    motorcycle   car         
18706    509    car          motorcycle  
18707    509    motorcycle   car         
18710    509    car          motorcycle  
18729    524    car          van         
18745    524    van          car         
18760    509    motorcycle   tricycle    
18771    509    tricycle     motorcycle  
18779    509    motorcycle   tricycle    
19468    524    car          van         
19507    535    car          van         
19508    535    van          car         
19853    544    car          van         
19881    544    van          car         
19899    548    motorcycle   tricycle    
19900    548    tricycle     motorcycle  
19997    550    motorcycle   car         
20203    544    car          van         
20205    544    van          car         
20205    555    car          van         
20565    558    car          van         
20600    561    van          car         
20612    561    car          van         
20652    564    van          car         
20656    568    van          car         
20666    568    car          van         
20752    568    van          car         
21071    575    car          van         
21074    575    van          car         
21128    575    car          van         
21129    575    van          car         
21557    578    car          van         
21736    578    van          car         
21744    578    car          van         
21760    578    van          car         
23785    493    car          van         
23786    493    van          car         
23788    493    car          van         
23789    493    van          car         
23796    489    car          van         
23800    489    van          car         
23815    603    car          van         
23816    603    van          car         
23896    560    car          van         
23904    560    van          car         
23907    560    car          van         
23915    560    van          car         
24017    613    car          van         
24019    613    van          car         
24033    613    car          van         
24034    613    van          car         
24068    618    motorcycle   car         
24090    625    car          van         
24110    625    van          car         
24112    625    car          van         
24113    625    van          car         
24114    625    car          van         
24119    625    van          car         
24120    625    car          van         
24127    625    van          car         
24128    625    car          van         
24164    624    car          van         
24167    624    van          car         
24169    625    van          car         
24280    638    car          van         
24287    638    van          car         
24425    648    car          van         
24586    650    tricycle     car         
24588    650    car          tricycle    
24590    650    tricycle     car         
24828    653    motorcycle   tricycle    
24829    653    tricycle     motorcycle  
24832    653    motorcycle   tricycle    
24833    653    tricycle     motorcycle  
25000    650    car          van         
25001    650    van          car         
25006    650    car          van         
25019    650    van          car         
25020    650    car          van         
25022    650    van          car         
25026    650    car          van         
25077    650    van          car         
25188    650    car          van         
25365    650    van          car         
25367    650    car          van         
25445    650    van          car         
25625    677    car          van         
25638    677    van          car         
25646    677    car          van         
25649    677    van          car         
27549    701    motorcycle   tricycle    
27553    701    tricycle     motorcycle  
27564    696    car          motorcycle  
27669    704    motorcycle   tricycle    
27671    704    tricycle     motorcycle  
27710    704    motorcycle   car         
28694    712    car          van         
28730    677    car          van         
28735    677    van          car         
28785    677    car          van         
28786    677    van          car         
28840    714    car          van         
29546    729    car          van         
29548    729    van          car         
29664    735    car          van         
29684    743    van          car         
29686    677    car          van         
29692    677    van          car         
29697    677    car          van         
29702    677    van          car         
29754    677    car          van         
29755    677    van          car         
29755    748    car          van         
29909    743    car          van         
29918    743    van          car         
29919    743    car          van         
29960    677    car          van         
29962    677    van          car         
29976    687    car          motorcycle  
30005    677    car          van         
30011    677    van          car         
30011    763    car          van         
30019    743    van          car         
30045    743    car          van         
30048    743    van          car         
30049    743    car          van         
30056    743    van          car         
30320    772    car          van         
30340    677    car          van         
30344    677    van          car         
30344    674    car          van         
30346    677    car          van         
30346    674    van          car         
30348    677    van          car         
30373    772    van          car         
30378    772    car          van         
30457    781    car          van         
30460    781    van          car         
30461    781    car          van         
30481    677    car          van         
30494    677    van          car         
30881    677    car          van         
31030    801    car          van         
31055    801    van          car         
31062    801    car          van         
31069    801    van          car         
31071    801    car          van         
31072    798    motorcycle   tricycle    
31074    798    tricycle     motorcycle  
31075    801    van          car         
31081    801    car          van         
31083    801    van          car         
31084    801    car          van         
31097    796    motorcycle   car         
31099    794    car          motorcycle  
31102    801    van          car         
31103    801    car          van         
31106    801    van          car         
31107    801    car          van         
31117    801    van          car         
31121    801    car          van         
31122    801    van          car         
31127    798    motorcycle   car         
31136    801    car          van         
31141    801    van          car         
31150    816    car          van         
31150    815    tricycle     car         
31152    801    car          van         
31153    816    van          car         
31154    801    van          car         
31155    815    car          van         
31156    801    car          van         
31156    816    car          van         
31157    815    van          car         
31159    816    van          car         
31170    801    van          car         
31175    816    car          van         
31177    816    van          car         
31460    835    car          van         
31461    835    van          car         
31623    847    motorcycle   car         
31665    852    motorcycle   tricycle    
31676    852    tricycle     motorcycle  
31681    852    motorcycle   tricycle    
31961    861    motorcycle   car         
32146    871    tricycle     motorcycle  
32181    871    motorcycle   tricycle    
32975    876    car          tricycle    
32981    876    tricycle     motorcycle  
33194    890    car          van         
33195    890    van          car         
33202    890    car          van         
33204    890    van          car         
33787    899    car          van         
33851    899    van          car         
33876    899    car          van         
33881    899    van          car         
34806    910    motorcycle   tricycle    
34812    910    tricycle     motorcycle  
34821    910    motorcycle   tricycle    
34822    910    tricycle     motorcycle  
35057    921    car          van         
35058    921    van          car         
35059    921    car          van         
35104    921    van          car         
35105    921    car          van         
